0.010311603546142578,
0.9784624576568604,10009999999.999965820
2.1130027770996094,10010000000.000107421
3.2323429584503174,10009999999.999902343
4.3512327671051025,10010000000.000038986
5.48621678352356,10010000000.000068225
6.605506658554077,10010000000.000083007
7.725030183792114,10009999999.999960937
8.859830141067505,10010000000.000053606
9.978499412536621,10010000000.000029239
11.098151445388794,10010000000.000019493
12.23292851448059,10010000000.000068359
13.351650714874268,10009999999.999887694
14.487092018127441,10010000000.000034113
15.605726480484009,10010000000.000087718
16.72533679008484,10010000000.000029296
17.860254526138306,10009999999.999980468
18.97898840904236,10009999999.999990253
20.11432981491089,10010000000.000004872
21.233091592788696,10010000000.000063352
22.352628707885742,10010000000.000034179
23.487632036209106,10009999999.999941406
24.60649585723877,10010000000.000043859
25.725872039794922,10010000000.000019493
26.86076068878174,10010000000.000073242
27.978814363479614,10009999999.999951171
29.112884044647217,10009999999.999951171
30.23000717163086,10010000000.000092592
31.364445447921753,10010000000.000034112
32.482295513153076,10010000000.000053710
33.60059118270874,10009999999.999946288
34.73476505279541,10010000000.000004882
35.853153228759766,10009999999.999990253
36.98734974861145,10010000000.000107212
38.105146646499634,10009999999.999965820
39.23875021934509,10010000000.000107421
40.35650634765625,10009999999.999965820
41.49128556251526,10010000000.000092773
42.61000204086304,10009999999.999961013
43.728108406066895,10010000000.000024366
44.86176109313965,10010000000.000053606
45.979804277420044,10010000000.000034179
47.11358451843262,10010000000.000034179
48.23161220550537,10009999999.999780701
49.65309119224548,10009999999.999287109
50.80297660827637,10010000000.000102538
51.93715000152588,10010000000.000034113
53.087169885635376,10010000000.000058479
54.23693799972534,10009999999.999999999
55.38672471046448,10010000000.000009765
56.53702092170715,10010000000.000107212
57.6869637966156,10010000000.000048828
58.8212890625,10009999999.999975585
59.971211433410645,10010000000.000038986
61.121506452560425,10010000000.000102338
62.27163887023926,10010000000.000029296
63.42092967033386,10010000000.000009746
64.55576848983765,10010000000.000073099
65.70579648017883,10009999999.999980468
66.8563802242279,10010000000.000107212
68.00613784790039,10010000000.000053606
69.15572500228882,10010000000.000043859
70.2906174659729,10009999999.999985351
71.44090819358826,10010000000.000083007
72.59110355377197,10010000000.000024366
73.72509956359863,10010000000.000019493
74.87504601478577,10009999999.999956054
76.0254135131836,10010000000.000087890
77.1758303642273,10010000000.000038986
78.3098611831665,10009999999.999951171
79.4595239162445,10010000000.000073241
80.60963869094849,10009999999.999946393
81.75932192802429,10009999999.999956140
82.9092743396759,10009999999.999995116
84.05870771408081,10010000000.000116958
85.19293165206909,10010000000.000038986
86.3425018787384,10009999999.999990234
87.49202704429626,10010000000.000043945
88.64222168922424,10010000000.000029239
89.77605056762695,10010000000.000082845
90.92599177360535,10009999999.999975585
92.07597255706787,10009999999.999970760
93.22529792785645,10010000000.000014619
94.35980033874512,10010000000.000034179
95.51003313064575,10010000000.000019530
96.66021919250488,10010000000.000019492
97.80988049507141,10010000000.000009765
98.94406247138977,10010000000.000024413
100.09357619285583,10010000000.000058479
101.24423027038574,10010000000.000048732
102.37812542915344,10009999999.999936523
103.52835583686829,10010000000.000068359
104.67840194702148,10009999999.999931773
105.82866525650024,10010000000.000107212
106.97838234901428,10009999999.999995116
108.1125967502594,10010000000.000112304
109.26237630844116,10010000000.000029239
110.41242742538452,10009999999.999946393
111.56273078918457,10010000000.000043945
112.69650101661682,10010000000.000122070
113.84623551368713,10010000000.000004873
114.995609998703,10010000000.000019531
116.1457507610321,10010000000.000087719
117.28033471107483,10009999999.999985379
118.42992234230042,10010000000.000053710
119.58021068572998,10010000000.000038986
120.71419286727905,10010000000.000014648
121.86381220817566,10010000000.000019530
123.01389813423157,10010000000.000004873
124.16397619247437,10009999999.999999999
125.29877948760986,10010000000.000078124
